sequence,timestamp_us,time_s,flags,active_policy_id,active_policy_name,testbench_running,testbench_waiting,testbench_recovering,testbench_fall_count,testbench_stage,testbench_stage_name,dropped_frames,imu_read_last_us,encoder_read_last_us,observation_last_us,inference_last_us,action_last_us,motor_write_last_us,total_last_us,control_period_last_us,release_latency_last_us,rs485_cycle_last_us,imu_age_last_us,wheel_age_last_us,leg_age_last_us,imu_read_mean_us,encoder_read_mean_us,observation_mean_us,inference_mean_us,action_mean_us,motor_write_mean_us,total_mean_us,control_period_mean_us,release_latency_mean_us,rs485_cycle_mean_us,imu_age_mean_us,wheel_age_mean_us,leg_age_mean_us,imu_read_wcet_us,encoder_read_wcet_us,observation_wcet_us,inference_wcet_us,action_wcet_us,motor_write_wcet_us,total_wcet_us,control_period_wcet_us,release_latency_wcet_us,rs485_cycle_wcet_us,imu_age_wcet_us,wheel_age_wcet_us,leg_age_wcet_us,imu_read_jitter_us,encoder_read_jitter_us,observation_jitter_us,inference_jitter_us,action_jitter_us,motor_write_jitter_us,total_jitter_us,control_period_jitter_us,release_latency_jitter_us,rs485_cycle_jitter_us,imu_age_jitter_us,wheel_age_jitter_us,leg_age_jitter_us,pitch_rad,pitch_rate_radps,roll_rad,roll_rate_radps,yaw_rad,yaw_rate_radps,yaw_rate_world_radps,yaw_rate_from_quat_radps,wheel_left_logical_velocity_radps,wheel_right_logical_velocity_radps,position_m,velocity_mps,wheel_left_position_rad,wheel_right_position_rad,wheel_left_velocity_radps,wheel_right_velocity_radps,wheel_left_current_command_A,wheel_right_current_command_A,wheel_left_current_measured_A,wheel_right_current_measured_A,leg_0_angle_rad,leg_1_angle_rad,leg_2_angle_rad,leg_3_angle_rad,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,action_left,action_right,theta_deg,theta_initial_deg,theta_max_abs_deg,theta_rms_deg,current_rms_A,recovery_time_s,x_final_m,run_time_s
2212,37623000,37.623,3,0,point_mlp,0,0,0,0,0,idle,0,1859.9285888671875,2696.84521484375,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,1644.5,0.0,85.89286041259766,12447.7861328125,13949521.0,2083.724853515625,2320.6669921875,0.0,0.0,0.0,3.738095283508301,26.501556396484375,15000.0,1290.2535400390625,0.0,85.18803405761719,12696.740234375,12516666.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,13949521.0,240.55027770996094,284.9605712890625,0.0,0.0,0.0,0.0,0.46683797240257263,0.2571415305137634,657.0284423828125,0.0,7.24521541595459,675.5093383789062,833374.75,0.8068116903305054,-0.56640625,-0.05717666819691658,0.068359375,2.6408348083496094,-0.04296875,0.05652833357453346,0.11533991247415543,-0.20943951606750488,0.41887903213500977,0.006284428760409355,0.005288348067551851,-1.9989688396453857,-1.7500805854797363,0.20943951606750488,0.41887903213500977,0.0,0.0,-0.005899850279092789,0.0004916542093269527,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,46.22690200805664,50.06916809082031,50.074729919433594,49.899105072021484,0.002970578381791711,2.880004405975342,0.000353438314050436,2.880004405975342
2213,37638000,37.638,3,0,point_mlp,0,0,0,0,0,idle,0,1868.107177734375,2470.083251953125,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,1687.8690185546875,0.0,85.9047622680664,12323.3212890625,13964564.0,2083.66650390625,2322.21826171875,0.0,0.0,0.0,3.738095283508301,26.501239776611328,15000.0,1292.324462890625,0.0,85.1917495727539,12694.8056640625,12524168.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,13964564.0,240.35171508789062,285.2268371582031,0.0,0.0,0.0,0.0,0.46564140915870667,0.2564639449119568,655.9342041015625,0.0,7.22650671005249,674.2838745117188,837710.25,0.7980279326438904,-0.59375,-0.0566689595580101,0.05078125,2.6419923305511475,-0.02734375,0.031961590051651,0.06743105500936508,-0.20943951606750488,0.41887903213500977,0.006734699942171574,0.005288348067551851,-2.004721164703369,-1.7380003929138184,0.20943951606750488,0.41887903213500977,0.0,0.0,-0.015732934698462486,0.00024582710466347635,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,45.723628997802734,50.06916809082031,50.074729919433594,49.87836837768555,0.0030692063737660646,2.8950045108795166,0.0008037094958126545,2.8950045108795166
2214,37653000,37.653,3,0,point_mlp,0,0,0,0,0,idle,0,1862.9285888671875,2267.369140625,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,1727.0357666015625,0.0,85.9047622680664,12393.75,13979604.0,2083.678466796875,2323.034912109375,0.0,0.0,0.0,3.738095283508301,26.500926971435547,15000.0,1294.576904296875,0.0,85.19542694091797,12693.25390625,12531670.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,13979604.0,240.29432678222656,285.12213134765625,0.0,0.0,0.0,0.0,0.4644540250301361,0.25579169392585754,654.9716796875,0.0,7.207942962646484,672.8820190429688,842046.0,0.7886912226676941,-0.658203125,-0.05501051992177963,0.01953125,2.6426992416381836,-0.025390625,0.005875462666153908,0.026853980496525764,-0.10471975803375244,0.5235987901687622,0.0072333901189267635,0.010576696135103703,-2.013733386993408,-1.7272624969482422,0.10471975803375244,0.5235987901687622,0.0,0.0,-0.017699550837278366,0.0,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,45.18867492675781,50.06916809082031,50.074729919433594,49.85532760620117,0.003190435469150543,2.9100046157836914,0.0013023996725678444,2.9100046157836914
2215,37667000,37.667,3,0,point_mlp,0,0,0,0,0,idle,0,1855.357177734375,2313.488037109375,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,553.1428833007812,0.0,85.89286041259766,11048.76171875,13993429.0,2083.92529296875,2324.30224609375,0.0,0.0,0.0,3.738095283508301,26.5006160736084,15000.0,1290.755126953125,0.0,85.19900512695312,12684.8203125,12539166.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,13993429.0,240.4001922607422,285.52099609375,0.0,0.0,0.0,0.0,0.46327564120292664,0.25512468814849854,655.4378662109375,0.0,7.189515590667725,681.399169921875,846371.25,0.7821050882339478,-0.71875,-0.05465012416243553,0.01953125,2.6429708003997803,-0.021484375,0.0007795821875333786,0.04197240248322487,0.0,0.5235987901687622,0.007804700639098883,0.013220869936048985,-2.025238275527954,-1.7161412239074707,-0.0,0.5235987901687622,0.0,0.0,-0.019666166976094246,0.0009833084186539054,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,44.811317443847656,50.06916809082031,50.074729919433594,49.83076477050781,0.0033347932621836662,2.925004720687866,0.0018737101927399635,2.925004720687866
2216,37682000,37.681999999999995,3,0,point_mlp,0,0,0,0,0,idle,0,2213.916748046875,2332.72607421875,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0234375,625.7261962890625,0.0,85.8452377319336,13167.130859375,14008503.0,2084.253173828125,2323.370361328125,0.0,0.0,0.0,3.738095283508301,26.500308990478516,15000.0,1287.3447265625,0.0,85.20230102539062,12687.28125,12546663.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14008503.0,240.32476806640625,285.4085693359375,0.0,0.0,0.0,0.0,0.46210619807243347,0.25446850061416626,655.478759765625,0.0,7.171205520629883,680.5223388671875,850697.1875,0.7716702818870544,-0.80859375,-0.05519847571849823,-0.001953125,2.6433684825897217,-0.005859375,-0.02891453541815281,-0.04123591631650925,0.10471975803375244,0.6283185482025146,0.008303385227918625,0.018509218469262123,-2.035592555999756,-1.7067456245422363,-0.10471975803375244,0.6283185482025146,0.0,0.0,-0.020895302295684814,0.008603948168456554,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,44.21344757080078,50.06916809082031,50.074729919433594,49.803714752197266,0.003516640979796648,2.940004825592041,0.0023723947815597057,2.940004825592041
2217,37698000,37.698,3,0,point_mlp,0,0,0,0,0,idle,0,1840.8095703125,2265.25,0.0,0.0,0.0,3.738095283508301,26.440475463867188,14999.9765625,1829.8690185546875,0.0,85.9047622680664,14380.630859375,14024707.0,2084.87744140625,2322.057373046875,0.0,0.0,0.0,3.738095283508301,26.5000057220459,15000.0,1290.1126708984375,0.0,85.20586395263672,12695.876953125,12554166.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14024707.0,241.33743286132812,285.6247253417969,0.0,0.0,0.0,0.0,0.46094557642936707,0.2538173794746399,654.9432983398438,0.0,7.1530632972717285,689.4224853515625,855033.8125,0.7546724081039429,-0.923828125,-0.05532155558466911,-0.0234375,2.6432714462280273,0.005859375,-0.056804217398166656,-0.013345509767532349,0.10471975803375244,0.6283185482025146,0.00892795529216528,0.018509218469262123,-2.048056125640869,-1.6944737434387207,-0.10471975803375244,0.6283185482025146,0.0,0.0,-0.019420340657234192,0.018437031656503677,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,43.239540100097656,50.06916809082031,50.074729919433594,49.772579193115234,0.0037581874057650566,2.955004930496216,0.0029969648458063602,2.955004930496216
2218,37713000,37.713,3,0,point_mlp,0,0,0,0,0,idle,0,1889.238037109375,2271.27392578125,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,1569.8333740234375,0.0,85.91666412353516,11960.51171875,14039447.0,2084.803955078125,2323.20849609375,0.0,0.0,0.0,3.738095283508301,26.499704360961914,15000.0,1291.5325927734375,0.0,85.20945739746094,12692.1630859375,12561667.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14039447.0,241.19464111328125,286.03955078125,0.0,0.0,0.0,0.0,0.4597936272621155,0.25316572189331055,653.5742797851562,0.0,7.135064125061035,689.6533813476562,859368.0625,0.7409464120864868,-1.0,-0.05462488904595375,-0.015625,2.6431405544281006,-0.021484375,-0.03434009104967117,0.007596784271299839,0.20943951606750488,0.6283185482025146,0.009678416885435581,0.021153392270207405,-2.063204288482666,-1.6799006462097168,-0.20943951606750488,0.6283185482025146,0.0,0.0,-0.023599401116371155,0.009095602668821812,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,42.45309829711914,50.06916809082031,50.074729919433594,49.73831558227539,0.00395827554166317,2.9700050354003906,0.003747426439076662,2.9700050354003906
2219,37728000,37.728,3,0,point_mlp,0,0,0,0,0,idle,0,1973.952392578125,2345.0595703125,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.8330078125,1684.8690185546875,0.0,85.9047622680664,13117.8212890625,14054563.0,2084.733642578125,2322.56103515625,0.0,0.0,0.0,3.738095283508301,26.499406814575195,15000.00390625,1293.5191650390625,0.0,85.21295166015625,12694.3017578125,12569169.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14054563.0,240.9287109375,285.6591491699219,0.0,0.0,0.0,0.0,0.45865029096603394,0.2594023644924164,652.512451171875,0.0,7.117194175720215,688.571044921875,863703.25,0.7250320315361023,-1.11328125,-0.054867155849933624,-0.013671875,2.6430909633636475,-0.029296875,-0.03189612552523613,0.005083454307168722,0.3141592741012573,0.6283185482025146,0.010385281406342983,0.023797566071152687,-2.077585220336914,-1.6662869453430176,-0.3141592741012573,0.6283185482025146,0.0,0.0,-0.013520490378141403,0.011062218807637691,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,41.54127502441406,50.06916809082031,50.074729919433594,49.70050811767578,0.004044253379106522,2.9850051403045654,0.004454290959984064,2.9850051403045654
2220,37743000,37.742999999999995,3,0,point_mlp,0,0,0,0,0,idle,0,1855.5833740234375,2264.916748046875,0.0,0.0,0.0,3.738095283508301,29.952381134033203,14999.1669921875,1679.5,0.0,82.27381134033203,13110.095703125,14069556.0,2084.44384765625,2321.431396484375,0.0,0.0,0.0,3.738095283508301,26.516672134399414,15000.0,1295.458740234375,0.0,85.19825744628906,12696.380859375,12576671.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14069556.0,240.67910766601562,285.62939453125,0.0,0.0,0.0,0.0,0.5185731649398804,0.2654936611652374,651.4374389648438,0.0,7.102330684661865,687.4677734375,868038.3125,0.7085421681404114,-1.19921875,-0.05408408120274544,-0.01953125,2.643246650695801,-0.044921875,-0.027368497103452682,0.0022464676294475794,0.41887903213500977,0.7330383062362671,0.011358455754816532,0.02908591367304325,-2.0952260494232178,-1.6453862190246582,-0.41887903213500977,0.7330383062362671,0.0,0.0,-0.012537181377410889,0.022124437615275383,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,40.596473693847656,50.06916809082031,50.074729919433594,49.65913772583008,0.004229762125760317,3.0000052452087402,0.005427465308457613,3.0000052452087402
2221,37758000,37.757999999999996,3,0,point_mlp,0,0,0,0,0,idle,0,1843.6666259765625,2257.202392578125,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,1598.511962890625,0.0,85.9047622680664,12801.98828125,14084475.0,2084.298583984375,2320.867919921875,0.0,0.0,0.0,3.738095283508301,26.516292572021484,15000.0,1296.9739990234375,0.0,85.20177459716797,12696.90625,12584173.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14084475.0,240.46400451660156,285.0444030761719,0.0,0.0,0.0,0.0,0.5173029899597168,0.2648223638534546,650.15185546875,0.0,7.084728240966797,685.7874145507812,872372.5,0.6903684735298157,-1.208984375,-0.0542726069688797,0.052734375,2.6437859535217285,-0.0546875,0.025888092815876007,0.05724562332034111,0.41887903213500977,0.8377580642700195,0.012568863108754158,0.03173008933663368,-2.1151678562164307,-1.6173911094665527,-0.41887903213500977,0.8377580642700195,0.0,0.0,-0.00565402302891016,0.022124437615275383,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,39.555198669433594,50.06916809082031,50.074729919433594,49.61396408081055,0.004370244685560465,3.015005350112915,0.006637872662395239,3.015005350112915
2222,37773000,37.772999999999996,3,0,point_mlp,0,0,0,0,0,idle,0,1854.84521484375,2270.369140625,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,1830.9404296875,0.0,85.9047622680664,13064.369140625,14099707.0,2084.31298828125,2320.478759765625,0.0,0.0,0.0,3.738095283508301,26.51591682434082,15000.0,1299.6304931640625,0.0,85.20525360107422,12698.7255859375,12591676.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14099707.0,240.4934844970703,284.3927917480469,0.0,0.0,0.0,0.0,0.516042172908783,0.26415616273880005,649.6171875,0.0,7.067255973815918,684.5677490234375,876708.6875,0.6721976399421692,-1.212890625,-0.05346732959151268,0.046875,2.6450395584106445,-0.080078125,0.04176466912031174,0.07879296690225601,0.5235987901687622,0.8377580642700195,0.013779270462691784,0.034374263137578964,-2.135301351547241,-1.589587688446045,-0.5235987901687622,0.8377580642700195,0.0,0.0,0.0022124438546597958,0.015241279266774654,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,38.51408386230469,50.06916809082031,50.074729919433594,49.56513595581055,0.004426239524036646,3.03000545501709,0.007848279550671577,3.03000545501709
2223,37788000,37.788,3,0,point_mlp,0,0,0,0,0,idle,0,1855.1666259765625,2205.130859375,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,1910.5595703125,0.0,85.9047622680664,12975.6787109375,14114787.0,2084.385986328125,2319.7734375,0.0,0.0,0.0,3.738095283508301,26.515544891357422,15000.0,1302.6549072265625,0.0,85.20870208740234,12700.08984375,12599179.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14114787.0,240.5902099609375,283.8693542480469,0.0,0.0,0.0,0.0,0.5147904753684998,0.26349493861198425,649.42333984375,0.0,7.049911975860596,683.1478271484375,881045.4375,0.6534263491630554,-1.18359375,-0.05268557369709015,0.091796875,2.6463680267333984,-0.103515625,0.08893580734729767,0.09432516992092133,0.6283185482025146,0.942477822303772,0.01498483121395111,0.03966261073946953,-2.1533255577087402,-1.5598669052124023,-0.6283185482025146,0.942477822303772,0.0,0.0,0.009095602668821812,0.006883158348500729,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,37.438568115234375,50.06916809082031,50.074729919433594,49.51268005371094,0.004451465792953968,3.0450055599212646,0.009053841233253479,3.0450055599212646
2224,37803000,37.803,3,0,point_mlp,0,0,0,0,0,idle,0,1852.988037109375,2219.0595703125,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,1815.4642333984375,0.0,85.9047622680664,12908.9169921875,14129691.0,2084.2197265625,2318.843505859375,0.0,0.0,0.0,3.738095283508301,26.51517677307129,15000.0,1305.1810302734375,0.0,85.21211242675781,12701.11328125,12606682.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14129691.0,240.39990234375,283.5442810058594,0.0,0.0,0.0,0.0,0.5135478973388672,0.2628386616706848,648.8129272460938,0.0,7.032695293426514,681.6199340820312,885381.1875,0.6362098455429077,-1.130859375,-0.05106453597545624,0.140625,2.648695707321167,-0.140625,0.1499621719121933,0.1800714135169983,0.7330383062362671,1.1519173383712769,0.016054833307862282,0.047595132142305374,-2.1680901050567627,-1.5322551727294922,-0.7330383062362671,1.1519173383712769,0.0,0.0,0.02138695679605007,-0.001966616837307811,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,36.4521369934082,50.06916809082031,50.074729919433594,49.45707321166992,0.0045660678297281265,3.0600056648254395,0.01012384332716465,3.0600056648254395
2225,37818000,37.818,3,0,point_mlp,0,0,0,0,0,idle,0,1844.3095703125,2189.0595703125,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,1713.2738037109375,0.0,85.9047622680664,12832.9521484375,14144590.0,2084.203369140625,2318.017822265625,0.0,0.0,0.0,3.738095283508301,26.514812469482422,15000.0,1307.1815185546875,0.0,85.21549224853516,12701.7568359375,12614184.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14144590.0,240.4143829345703,283.1048583984375,0.0,0.0,0.0,0.0,0.5123142004013062,0.26218724250793457,647.84326171875,0.0,7.015604019165039,680.0095825195312,889716.0,0.6194374561309814,-1.10546875,-0.05048138275742531,0.17578125,2.6518120765686035,-0.166015625,0.19200539588928223,0.21950146555900574,0.7330383062362671,1.2566370964050293,0.01697474718093872,0.050239305943250656,-2.178636312484741,-1.5063691139221191,-0.7330383062362671,1.2566370964050293,0.0,0.0,0.029007596895098686,-0.001966616837307811,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,35.49114990234375,50.06916809082031,50.074729919433594,49.398529052734375,0.004775877110660076,3.0750057697296143,0.011043757200241089,3.0750057697296143
2226,37833000,37.833,3,0,point_mlp,0,0,0,0,0,idle,0,1887.3809814453125,2222.59521484375,0.0,0.0,0.0,3.738095283508301,26.440475463867188,15000.0,1686.3214111328125,0.0,85.9047622680664,12635.154296875,14159563.0,2084.16015625,2317.947998046875,0.0,0.0,0.0,3.738095283508301,26.51445198059082,15000.0,1309.031005859375,0.0,85.21884155273438,12701.43359375,12621686.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,3.738095283508301,29.952381134033203,15000.8330078125,2669.261962890625,0.0,149.4166717529297,15179.107421875,14159563.0,240.27452087402344,282.47052001953125,0.0,0.0,0.0,0.0,0.5110893845558167,0.2615406811237335,646.7957763671875,0.0,6.998636245727539,678.3648681640625,894050.5,0.6032866835594177,-1.041015625,-0.048971179872751236,0.1640625,2.6552951335906982,-0.16015625,0.1831163763999939,0.23195472359657288,0.8377580642700195,1.3613568544387817,0.017812348902225494,0.05552764981985092,-2.187073230743408,-1.4816336631774902,-0.8377580642700195,1.3613568544387817,0.0,0.0,0.02654932625591755,-0.0004916542093269527,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,34.56578063964844,50.06916809082031,50.074729919433594,49.33729934692383,0.0049406178295612335,3.090005874633789,0.011881358921527863,3.090005874633789
2227,37847000,37.847,3,0,point_mlp,0,0,0,0,0,idle,0,2532.65478515625,2235.011962890625,0.0,0.0,0.0,9.869047164916992,35.89285659790039,14999.9765625,93.97618865966797,0.0,1324.047607421875,11071.5712890625,14172971.0,2084.316162109375,2317.904541015625,0.0,0.0,0.0,3.7677133083343506,26.55975914001465,15000.0,1303.1326904296875,0.0,91.20352172851562,12693.5595703125,12629180.0,4540.119140625,2912.52392578125,0.0,0.0,0.0,9.869047164916992,35.89285659790039,15000.8330078125,2669.261962890625,0.0,1324.047607421875,15179.107421875,14172971.0,240.3567352294922,281.8303527832031,0.0,0.0,0.0,0.42613059282302856,0.8275536894798279,0.2609040141105652,650.7463989257812,0.0,86.38713836669922,686.1326904296875,898371.6875,0.5877875089645386,-0.96484375,-0.047494545578956604,0.169921875,2.6587023735046387,-0.154296875,0.1845879703760147,0.19952605664730072,0.7330383062362671,1.3613568544387817,0.018538586795330048,0.05288347974419594,-2.1922502517700195,-1.4580488204956055,-0.7330383062362671,1.3613568544387817,0.0,0.0,0.02064947597682476,-0.015732934698462486,0.14745689928531647,-0.15435905754566193,0.1597287505865097,-0.1524415910243988,-0.4989103078842163,0.30143582820892334,1.3476027250289917,0.267578125,-0.36199361085891724,0.9321805834770203,-0.06478039175271988,0.0,0.0,0.38389721512794495,0.4965641498565674,-0.1345289945602417,-0.013671875,0.6917741894721985,1.0079805850982666,33.67774200439453,50.06916809082031,50.074729919433594,49.27360916137695,0.005091132130473852,3.105005979537964,0.012607596814632416,3.105005979537964
