Syntax version=4
Thu Jul 02 16:21:50 2026
Starting process (10000000 clocks per sec)

LogRawData=false
VarHeader=1
D:		LOG_I_L_cmd_A	LOG_I_L_meas_A	LOG_I_R_cmd_A	LOG_I_R_meas_A	LOG_action_L	LOG_action_R	LOG_obs[0]	LOG_obs[1]	LOG_obs[2]	LOG_obs[3]	LOG_obs[4]	LOG_obs[5]	LOG_obs[6]	LOG_obs[7]	LOG_theta_deg
D:	31.78	-0.241915	-0.241915	0.500000	0.500000	-0.241915	-0.556804	0.209686	0.000000	-0.364742	0.001953	0.014654	-0.000488	-0.121402	-0.277694	-9.111958
D:	32.66	-0.241915	-0.241915	0.500000	0.500000	-0.241915	-0.556804	0.209686	0.000000	-0.364742	0.001953	0.014654	-0.000488	-0.121402	-0.277694	-9.111958
D:	33.58	-0.241915	-0.241915	0.500000	0.500000	-0.241915	-0.556804	0.209686	0.000000	-0.364742	0.001953	0.014654	-0.000488	-0.121402	-0.277694	-9.111958
D:	34.53	-0.241915	-0.241915	0.500000	0.500000	-0.241915	-0.556804	0.209686	0.000000	-0.364742	0.001953	0.014654	-0.000488	-0.121402	-0.277694	-9.111958
D:	35.42	-0.241915	-0.241915	0.500000	0.500000	-0.241915	-0.556804	0.209686	0.000000	-0.364742	0.001953	0.014654	-0.000488	-0.121402	-0.277694	-9.111958
D:	36.36	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	37.24	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	38.15	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	39.16	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	40.07	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	40.96	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	41.86	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	42.77	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	43.67	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	44.64	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	45.65	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	46.58	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	47.54	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	48.77	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	50.18	-0.242021	-0.242021	0.500000	0.500000	-0.242021	-0.558508	0.209691	0.000000	-0.364478	0.000488	0.014657	-0.001465	-0.120958	-0.278402	-9.105792
D:	51.43	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	52.75	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	53.89	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	55.01	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	56.14	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	57.23	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	58.30	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	59.39	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	60.44	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	61.51	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	62.61	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	63.78	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	64.85	-0.243860	-0.243860	0.500000	0.500000	-0.243860	-0.559577	0.209686	0.000000	-0.364232	-0.000977	0.014622	-0.000977	-0.121010	-0.279254	-9.108139
D:	66.02	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209686	0.000000	-0.364232	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.108139
D:	67.09	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	68.16	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	69.16	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	70.14	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	71.14	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	72.22	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	73.25	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	74.20	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	75.18	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	76.16	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	77.22	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	78.17	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	79.10	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	80.04	-0.243568	-0.243568	0.500000	0.500000	-0.243568	-0.559269	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000977	-0.121930	-0.279788	-9.110039
D:	80.99	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209681	0.000000	-0.364308	-0.000977	0.014612	-0.000488	-0.121784	-0.279635	-9.110039
D:	81.92	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	82.89	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	83.86	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	84.92	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	85.82	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	86.87	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	87.78	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	88.66	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	89.74	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	90.79	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	91.81	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	93.01	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	94.45	-0.245545	-0.245545	0.500000	0.500000	-0.245545	-0.560316	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	95.69	-0.244256	-0.244256	0.500000	0.500000	-0.245545	-0.559065	0.209671	0.000000	-0.364402	-0.001953	0.014614	-0.000488	-0.121784	-0.279635	-9.112793
D:	96.96	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	98.11	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	99.26	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	100.39	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	101.44	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	102.51	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	103.55	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	104.63	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	105.63	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	106.64	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	107.64	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	108.87	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	109.87	-0.244256	-0.244256	0.500000	0.500000	-0.244256	-0.559065	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	110.87	-0.245848	-0.245848	0.500000	0.500000	-0.244256	-0.559047	0.209686	0.000000	-0.364775	-0.000977	0.014578	-0.000488	-0.122773	-0.280158	-9.119371
D:	111.87	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	112.83	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	113.77	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	114.69	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	115.62	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	116.55	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	117.52	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	118.43	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	119.36	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	120.27	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	121.17	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	122.16	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	123.10	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	124.04	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	125.11	-0.245848	-0.245848	0.500000	0.500000	-0.245848	-0.559047	0.209681	0.000000	-0.364775	-0.000977	0.014578	0.000488	-0.122128	-0.279533	-9.119371
D:	126.02	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209681	0.000000	-0.364775	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.119371
D:	126.94	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	127.84	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	128.75	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	129.64	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	130.53	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	131.46	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	132.36	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	133.25	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	134.22	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	135.17	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	136.08	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	136.96	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	137.86	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	138.76	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	139.80	-0.246579	-0.246579	0.500000	0.500000	-0.246579	-0.558858	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	140.85	-0.248987	-0.248987	0.500000	0.500000	-0.246579	-0.561003	0.209657	0.000000	-0.365038	-0.000977	0.014576	0.000977	-0.122924	-0.279524	-9.125984
D:	141.77	-0.248987	-0.248987	0.500000	0.500000	-0.248987	-0.561003	0.209681	0.000000	-0.365039	-0.002930	0.014625	0.000977	-0.123289	-0.279429	-9.132562
D:	142.79	-0.248987	-0.248987	0.500000	0.500000	-0.248987	-0.561003	0.209681	0.000000	-0.365039	-0.002930	0.014625	0.000977	-0.123289	-0.279429	-9.132562
D:	143.75	-0.248987	-0.248987	0.500000	0.500000	-0.248987	-0.561003	0.209681	0.000000	-0.365039	-0.002930	0.014625	0.000977	-0.123289	-0.279429	-9.132562
D:	144.65	-0.248987	-0.248987	0.500000	0.500000	-0.248987	-0.561003	0.209681	0.000000	-0.365039	-0.002930	0.014625	0.000977	-0.123289	-0.279429	-9.132562
